quote_id,proposed_price
18cbee61e6ca9897db10bf97de38d595428b77b42290c98b2b889d6ba80d8979,446.52370243988986
e0bab8dadf8d0643c7571a9e6bd125b731adb0121a2a69413be656de648a5524,426.76304420960304
12a965a2ae8b5b432fdf7f3f3b37ed72162f70e5a7279865e2cff599d23ed453,158.49311846616965
16e839dae5a7defff66e419048036746644afe89b6d984562a3de3c57cf59b50,353.0140173809658
a7ce3e8ccd5a5c2b9d774b913b85f6d607f55dc2b21ed1ca78ee6de354a00bdf,162.59167417591527
c6d6794d1a2aee21998c5900dbdf82afa334bcfa22ad332269eb6da055b8d562,157.98573322404965
fdba65f6fde5a3f042e9cad2f148a3c6be2b74e41052977ebdbc1bbaaa4033bb,341.4653836290808
02514232c450da6240c6780b41f7f26c72c1c14eb01854cd8afc89cc396106b5,459.9039523181201
dd6cd261fb6031da95d2d22eb6c52241cff62a1f1baffbd582a560ce74d94d23,340.1127881032274
f4d96094675eaecb656187e061a3325dfde22182b0bf60329067f0c96f76734f,165.58655704853447
6a1973e70ea2ae3fcd3e6e7e41512c808a015ce524b99c9ce875034339c8d2df,456.7848528583433
a0e7d83778535dee972e195df121f85e29dd4761ab41e53c5e55b9c3c8155b51,415.11409535146606
9bf11370cf1585612ebbc356792a1a5123b361454004bf2f2df9a42e325072b1,499.4095377652248
d5fd3ae351b612fbef92af103b674ccf54906ed0b8ac79af00a044cfe1e6e85d,430.00041640844097
e2ebf330fd3fb8e88b8f6b68a69afaea1cd13e3c52614d9eb93cd322010d91e7,420.5140694545279
5f2372819ebd8795568cdf0dd3236338afff5602d863e67b5281a4db6548803d,434.4383054800561
21ee41e2f98b8299790e5d45b5282292a7d56f0e389ca106a5b1e4f47b89cb83,428.7181793182112
8d3d861797cb305277122a5182f8260ddfb992c6f22ef9caf015b30892f631bf,350.76886330125296
fc368f7f73b60f7e0d9d0f0301d0972fb637a916e4065d5a0e73cb6cf66b640d,147.334949092467
ead2eb045042cd40eae634d9a562479adee2a4cff311f4abe5c9f16401cfc767,418.95896311177165
20853fc6363feb087805a5348a71767a2145a28977d48a60f5ecf6b30b51529f,445.88391384210723
7c2cfc8630f80188036c8e6a42ccb5fd40b361e8ba8c5187d0f07424141bbe11,413.3491081173539
83ccd388dead68eff84f1252b06cfd09058849829070a6c801fc3c38078f6add,448.8781743018302
5d99c9a39eee8cdc9174f35d1800530fd60237bb4cfdbc815c4a6c29dd1e3846,163.7995564400857
677643cee27686d919f5a2aae2c0ed64a2d9380b87ba3c7fd0a1d361f4973235,420.8104930405296
6afac091d604adb0f98a5f8ed9cd4bd0360548f6382aca1f4195660a8b694ea7,415.02068496794305
